,text,username,timestamp,location,likes,clean_tweet,negative,neutral,positive,compound,analysis,pca_x,pca_y,pca_z,y,cluster,tsne_x,tsne_y
75,Apple has experienced most of its monumental growth after John Sculley left it. So why read his memoir of his time… https://t.co/0pSXBatsPJ,TheAgencyReview,Thu Sep 30 21:00:54 +0000 2021,,36813,apple experience monumental growth john sculley leave read memoir time…,0.102,0.678,0.22,0.34,positive,0.018255897788082044,-0.04622251222804162,0.031498491075375695,4,4,-43.47497,-27.044825
76,"@AlvinThai1 @PlzzGooby @TechKingMike This is equal on both sides so I'm, not sure how you came to it coming more fr… https://t.co/qum8Eno28j",OfficialKeithIT,Thu Sep 30 21:00:55 +0000 2021,"Round Rock, TX",3592,equal side sure come come fr…,0.0,0.685,0.315,0.3182,positive,-0.056248098188158784,0.004141616778984781,-0.05316350289886283,5,5,21.760342,-4.9092994
77,Happy #PodcastDay! Can’t help but be thankful for celebrating my HerCanvas podcast’s first anniversary! What a jour… https://t.co/eoXfd8FHhw,GariGare27,Thu Sep 30 21:00:55 +0000 2021,,360,happy can’t help thankful celebrate hercanvas podcast’s first anniversary jour…,0.0,0.303,0.697,0.93,positive,0.048514443747610235,0.007005280866706236,-0.11823298213081657,5,5,-58.362755,135.49295
78,"‘Fake unions’ are on the rise
 https://t.co/lThUqDJbtN",calliredman43,Thu Sep 30 21:00:55 +0000 2021,,622,‘fake unions’ rise,0.0,1.0,0.0,0.0,neutral,-0.045129894302037545,0.009560276949567043,-0.040745863630400656,5,5,-43.790432,-10.02276
79,"RT @billieeilish: Billie Eilish - “Happier Than Ever”
Listen to the new album in #SpatialAudio with @Dolby Atmos on @AppleMusic. https://t.…",SinhueCegueda,Thu Sep 30 21:00:55 +0000 2021,"Guerrero, México",8143,billie eilish “happier ever” listen new album atmos …,0.0,1.0,0.0,0.0,neutral,-0.05619055287330802,0.005823826726583727,-0.07334370422597848,5,5,-138.41974,98.410774
80,"RT @Big__ema: Here’s an Album for you - AYO album by Wizkid via Apple Music 
#WizkidFCHL 
https://t.co/qlqOR8XyLj",Darlovwis,Thu Sep 30 21:00:56 +0000 2021,"Lagos, Nigeria 🇳🇬",251983,ema here’s album ayo album wizkid via apple music,0.0,1.0,0.0,0.0,neutral,-0.04292818127934179,-0.03298107488768066,0.0679376557452482,4,4,116.31952,24.392313
81,Key lawmaker at center of spending bill debate demands Fed end asset purchases - Yahoo Finance https://t.co/5WDKD3SxqF,NahidAlaei,Thu Sep 30 21:00:56 +0000 2021,"London, UK",19147,key lawmaker center spending bill debate demand fed end asset purchase yahoo finance,0.1,0.733,0.167,0.25,positive,-0.056188484839013814,0.011390892496438008,-0.06579011668716435,5,5,232.42883,-23.254885
82,"RT @NightValeRadio: We're one of Apple Podcasts' favorite podcasts of all time. Take that, moon. The moon has never even made one podcast.",danny5761,Thu Sep 30 21:00:56 +0000 2021,,56664,one apple podcast favorite podcasts time take moon moon never even make one podcast,0.0,0.812,0.188,0.4588,positive,0.9402538876783109,-0.03909752566183994,-0.10393951753891714,6,6,77.00095,44.183765
83,"Celebrating 5+ incredible years of the #WriteOn podcast, check out Final Draft’s exclusive interviews with writers,… https://t.co/lF0xiQR7TI",Cinequest,Thu Sep 30 21:00:57 +0000 2021,"San Jose, CA",2463,celebrate 5 incredible year podcast check final draft’s exclusive interview writer …,0.0,0.658,0.342,0.6369,positive,0.04334682020031764,0.005810566126662149,-0.10545181082007418,5,5,-40.470207,-43.57067
84,Spirit Filled Radio - FIRE ON THE EARTH : PETER HERVECK KEY EVENTS IN RETURN OF THE LORD AND THE IMPORTANCE OF THE… https://t.co/pBKL6G0bTI,SpiritHearts1,Thu Sep 30 21:00:57 +0000 2021,"Diocese of Orange, CA",240,spirit fill radio fire earth peter herveck key event return lord importance the…,0.145,0.602,0.253,0.2023,positive,-0.0484519064556766,0.009900249063373454,-0.046386954640763534,5,5,-6.871859,-201.85678
85,@Bhuut_ @bezaarinsan do not miss out on tandoor ki parathay. Liaqat bazar for shopping. There are some food places… https://t.co/BbdeooBoLe,onedayzoe,Thu Sep 30 21:00:57 +0000 2021,lahore,26167,miss tandoor ki parathay liaqat bazar shopping food places…,0.167,0.833,0.0,-0.1531,negative,-0.047686910900441394,0.010344138138120582,-0.0482394314937246,5,5,-132.91495,-183.63303
86,This was really good and heartbreaking. Really looking forward to seeing more.,M_Crane,Thu Sep 30 21:00:57 +0000 2021,IL,37586,really good heartbreaking really look forward see,0.286,0.436,0.278,-0.022,neutral,-0.05249920841504779,-0.009462623642400416,-0.03170121682635895,5,5,-155.65298,-74.84292
87,"Its #InternationalPodcastDay! Thanks to everyone that supported my #podcast for 4 seasons. 

Check out past episode… https://t.co/KniK1GGnx6",DrEarlTurner,Thu Sep 30 21:00:57 +0000 2021,"Los Angeles, CA",8094,thanks everyone support 4 season check past episode…,0.0,0.517,0.483,0.6808,positive,-0.05143607525985711,0.013869216864173688,-0.09725777406668236,8,8,127.976845,188.20189
88,Maybe Apple was right to keep the reviews off  https://t.co/JPN57mkM7P,designtaxi,Thu Sep 30 21:00:57 +0000 2021,Everywhere,29,maybe apple right keep review,0.0,1.0,0.0,0.0,neutral,-0.024779031109514436,-0.0650211760728491,0.10016798535606118,4,4,134.02042,9.078465
89,RT @mtlclds: my throat game so crazy das not an adam’s apple my neck pregnant 🤰🏽😭,Erixk666,Thu Sep 30 21:00:58 +0000 2021,"Phoenix, AZ",32387,throat game crazy da adam’s apple neck pregnant 🤰🏽😭,0.282,0.718,0.0,-0.6705,negative,-0.026426369585164457,-0.04186509618927203,0.05769326444473496,4,4,55.72369,-108.191345
90,"RT @tommousk: @SpiritofJD @Keir_Starmer That's serious sychophancy pal.
Surrounded by police stormtroopers tasked with keeping the audience…",linscot26,Thu Sep 30 21:00:58 +0000 2021,,157961,starmer serious sychophancy pal surround police stormtroopers task keep audience…,0.126,0.874,0.0,-0.0772,negative,-0.04812673640204333,0.006260897731238219,-0.03782080073986796,5,5,-59.001137,66.0957
91,RT @Broadwayhatpod: Who doesn't love a @WayneGretzky story! Funny clip from this week's episode with @4mikehudson talking about playing on…,RamblinRacinPod,Thu Sep 30 21:00:58 +0000 2021,South Carolina,3315,love story funny clip week episode talk play on…,0.0,0.387,0.613,0.8591,positive,-0.07867458286056114,0.03468655744055256,-0.17170170728831285,8,8,24.897137,53.379135
92,"RT @NightValeRadio: We're one of Apple Podcasts' favorite podcasts of all time. Take that, moon. The moon has never even made one podcast.",Aennod,Thu Sep 30 21:00:58 +0000 2021,Sick Sad World,14798,one apple podcast favorite podcasts time take moon moon never even make one podcast,0.0,0.812,0.188,0.4588,positive,0.9402538876783113,-0.03909752566183994,-0.10393951753891711,6,6,88.13838,55.966335
93,"RT @TheFudHound: U ❤️ Transparency, I ❤️ the people.

@AppStore request for our “Buy Button” has cost us over 9 days of back &amp; forth. Wyre…",BanjoPigeon,Thu Sep 30 21:00:59 +0000 2021,UK ,2061,u ❤️ transparency ❤️ people request “buy button” cost u 9 day back amp forth wyre…,0.0,1.0,0.0,0.0,neutral,-0.06352047665699122,-0.0047443772296497195,-0.06229434809900522,5,5,35.60381,-161.13095
94,"Want funny science for adults!  

Preview #Marine #Conservation #Happyhour #podcast ep on sex &amp; sea life's… https://t.co/8RO5nO8vJP",DrScarlettSmash,Thu Sep 30 21:00:59 +0000 2021,"Tampa, FL",14574,want funny science adult preview ep sex amp sea life s…,0.0,0.682,0.318,0.4939,positive,-0.06243843779583876,0.023323305014346346,-0.08442791336467935,8,8,62.66041,-223.60281
95,"If you’re an owner of an iPhone you can start a business or created a hustle. 

Side hustle: Podcast, Fiverr and or… https://t.co/5pYevdwBoj",evepublishings1,Thu Sep 30 21:00:59 +0000 2021,"Atlanta, GA",17,you’re owner iphone start business create hustle side hustle podcast fiverr or…,0.0,0.84,0.16,0.2732,positive,0.022019002870381603,0.010830560928776005,-0.07121521947821038,5,5,-55.5202,88.46558
96,Speaks volumes that @GoldmanSachs has far less employees than many competitors like @jpmorgan and yet is the only b… https://t.co/VrGGNUcHxo,mitch_troy,Thu Sep 30 21:01:00 +0000 2021,"New York, USA",9272,speaks volume far less employee many competitor like yet b…,0.0,0.783,0.217,0.3612,positive,-0.04358627167600872,-0.00888714112786197,-0.006593258399315178,5,5,-59.251453,-17.530067
97,"Four to five hundred in a day! Many stores in Guangdong iPhone13 out of stock, ""restrictions"" spread to Apple's ind… https://t.co/CKjBvFaIZ8",whatchinareads,Thu Sep 30 21:01:00 +0000 2021,,4,four five hundred day many store guangdong iphone13 stock restriction spread apple ind…,0.149,0.851,0.0,-0.2732,negative,-0.03311411665102057,-0.03333205658070755,0.028884380158851555,4,4,128.65865,109.31053
98,Win a New iPhone 13 https://t.co/TAM41jwxS3,frankmeyers1964,Thu Sep 30 21:01:00 +0000 2021,,1,win new iphone 13,0.0,0.441,0.559,0.5859,positive,-0.06836761679642861,-0.004566008473054646,-0.07015265199872428,5,5,86.30281,143.80182
99,Comedy Therapy is taking submissions for the upcoming BIG APPLE COMEDY FESTIVAL!! Running from October 11th to 17th… https://t.co/lmib8460Wp,comedytherapynj,Thu Sep 30 21:01:00 +0000 2021,"New Jersey, USA",8,comedy therapy take submission upcoming big apple comedy festival run october 11th 17th…,0.0,0.549,0.451,0.802,positive,0.009659714430791728,0.0393349605553023,0.08781261244455212,4,4,263.83395,5.601662
100,New study on African buffalo offers insights on persistence of highly contagious pathogens - https://t.co/SBOCm0o4eS https://t.co/0yk0XY3m8U,allareblessed,Thu Sep 30 21:01:00 +0000 2021,"Texas, USA",73882,new study african buffalo offer insight persistence highly contagious pathogen,0.23,0.77,0.0,-0.4005,negative,-0.05340109168299961,0.008731781170040804,-0.06029317279996751,5,5,223.96524,-96.68655
101,"RT @ZeusLN: Zeus-v0.6.0-alpha3 is out now with support for paying to Lightning Addresses, our initial @mempool integration (rec'd fees rate…",andreneves,Thu Sep 30 21:01:00 +0000 2021,Universe,29867,zeus v0 6 0 alpha3 support pay lightning address initial integration rec fee rate…,0.087,0.745,0.168,0.3182,positive,-0.04676243782733815,-0.009943123514125234,0.03143007269610905,5,5,-92.24056,257.65292
102,"Why James Bond Doesn’t Use an iPhone

📲 The fictional superspy wields Nokia devices in No Time To Die. It’s an odd… https://t.co/J3dX9rnyUD",MarshaCollier,Thu Sep 30 21:01:00 +0000 2021,Los Angeles,12638,james bond doesn’t use iphone 📲 fictional superspy wields nokia device time die it’s odd…,0.187,0.813,0.0,-0.5994,negative,-0.006771816964119491,-0.011221683569286966,-0.023221614135028535,5,5,61.941822,185.04457
103,RT @greyslix: no bcs if i was an idol i’d never get off the bbl app. imagine being like “just ate an apple” and thousands of people saying…,CaramelBiscuit8,Thu Sep 30 21:01:01 +0000 2021,Seulgi’s bed,13497,bcs idol i’d never get bbl app imagine like “just ate apple” thousand people saying…,0.0,0.848,0.152,0.3612,positive,0.027348910394841493,-0.13241483288348,0.12903401840029735,2,2,150.66565,29.884073
104,"Today is #NationalPodcastDay, and I have a new episode for you! ✨

In this episode, I discuss how you can develop a… https://t.co/oZ4CyjXURJ",debraboulanger,Thu Sep 30 21:01:01 +0000 2021,USA,2028,today new episode ✨ episode discus develop a…,0.0,0.753,0.247,0.3182,positive,-0.06452739544680504,0.01845479726386827,-0.13411401816398155,8,8,82.91631,169.2179
105,"RT @Oldfirmfacts1: On the Old Firm Facts podcast, @RorySmith discussed:

. Working with Rafa Benitez
. Gerrard's next move
. Scotland's pla…",LauraCostPMHS,Thu Sep 30 21:01:01 +0000 2021,"Dundee, Scotland",8850,old firm facts podcast discussed work rafa benitez gerrard next move scotland pla…,0.0,1.0,0.0,0.0,neutral,0.03339970530223506,0.00410833040297198,-0.08310993181499822,5,5,-103.543175,222.3411
106,"RT @SacFarm2Fork: What's your favorite thing to do in @applehill in the fall? 🍂

#AppleHill Growers Assn Pres. Chris Delfino shares insider…",bridgetmmulcahy,Thu Sep 30 21:01:01 +0000 2021,san francisco bay area ,56809,favorite thing fall 🍂 grower assn pres chris delfino share insider…,0.15,0.539,0.311,0.4019,positive,0.01876596534688176,0.072656543867362,-0.033293511314561826,1,1,181.55258,-23.165243
107,"RT @AlternativeTo: Apple has released a new public beta of the macOS 12 Monterey beta to public beta testers.
https://t.co/ajajrYJ6LC https…",zoestechkorner,Thu Sep 30 21:01:02 +0000 2021,Portugal,405,apple release new public beta macos 12 monterey beta public beta tester https…,0.0,1.0,0.0,0.0,neutral,-0.052530567413148564,0.038617412235713924,0.005761923917539052,5,5,158.36862,-7.6265783
108,RT @WordSatSpangalo: Check it OUT Discord: More than Beasts - Less than Gods by B27321 Read the First Chapter for #free  #asmsg #ian1 #iart…,phone12s_i,Thu Sep 30 21:01:03 +0000 2021,,290,check discord beasts less god b27321 read first chapter,0.235,0.608,0.157,-0.2247,negative,-0.04897561672310192,0.006883901796540285,-0.06416997973696119,5,5,-99.32766,17.069101
109,"It’s International Podcast Day, so which episode of The Approach Shot is your favorite?  Joey Greco?@thejoeygreco S… https://t.co/4lHRwRP6dk",theapproachshot,Thu Sep 30 21:01:03 +0000 2021,,176,it’s international podcast day episode approach shot favorite joey greco s…,0.0,0.769,0.231,0.4588,positive,0.11586416607008447,-0.004814387733539003,-0.11619304512057986,5,5,93.15967,233.49556
110,"RT @jankais3r: iPhone 13 Cinematic Mode:
- 320x180 depth-map resolution (compared to 1920x1080 video stream)
- stored inside a ""dish"" mp4 c…",chrisatlatenite,Thu Sep 30 21:01:04 +0000 2021,"Melbourne, Australia",25266,iphone 13 cinematic mode 320x180 depth map resolution compare 1920x1080 video stream store inside dish mp4 c…,0.0,1.0,0.0,0.0,neutral,-0.056711718645309626,0.0010782919468319276,-0.03888603391322942,5,5,-224.20122,98.69431
111,"Coinbase scores first 'Buy' rating as stock sags, but here's why the future may look brighter - Yahoo Finance https://t.co/z3k02RrAgw",NahidAlaei,Thu Sep 30 21:01:04 +0000 2021,"London, UK",19147,coinbase score first buy rating stock sag future may look bright yahoo finance,0.0,0.805,0.195,0.4404,positive,-0.06410423386107754,0.0015726343080299562,-0.07017110173974057,5,5,-189.51677,108.3892
112,🔥 $4.99 Compatible with Apple iWatch Band Clip the Extra 35% off coupon and use promo code: 40DV55LI Buy on Amazon👉… https://t.co/o9nrfOzc2X,deal_ins,Thu Sep 30 21:01:04 +0000 2021,美国,4124,🔥 4 99 compatible apple iwatch band clip extra 35 coupon use promo code 40dv55li buy amazon👉…,0.104,0.823,0.074,-0.1779,negative,-0.04300281969191591,-0.031839744289513056,0.009555291172759231,0,0,-37.932827,-262.0781
113,"RT @BrynCleat: @Fhamiltontimes It's not just one bad apple ...............

#SarahEverard https://t.co/FB1ut5uaJl",sexydexyflexy,Thu Sep 30 21:01:04 +0000 2021,United Kingdom ,25711,one bad apple,0.636,0.364,0.0,-0.5423,negative,0.30154175707474684,-0.17221424101636867,0.21643810290936183,4,4,73.63142,19.173477
114,RT @btschartdata: BUY MY UNIVERSE PARTY https://t.co/5nmH2xDdhF,YouAre_aSunHobi,Thu Sep 30 21:01:04 +0000 2021,My house//🇨🇷,17937,buy universe party,0.0,0.426,0.574,0.4019,positive,-0.08035761764266508,-0.0069740949498666195,-0.09563134726370744,0,0,-24.219643,81.94897
115,"@MetsTeamStore @Mets @CitiField @NewEraCap Hi, can you dm me pictures of all the  mets home run apple plushes you h… https://t.co/1tSHeuqmdU",joe_breezy23,Thu Sep 30 21:01:04 +0000 2021,,2,picture mets home run apple plush h…,0.0,1.0,0.0,0.0,neutral,-0.022516209259363415,-0.05686948413902588,0.10829547087914741,4,4,110.72248,-135.0298
116,@Shorty56167141 @Soulshaker007 @mind_vince @aime3verde @RondaGLarson @BLew_16 @GubnaElectkimmy @me21freed… https://t.co/2JBlkoshAU,TerriersVu,Thu Sep 30 21:01:04 +0000 2021,Flyover Country ,69063,vince 16,0.0,1.0,0.0,0.0,neutral,-0.052252182489783035,0.012438302952613835,-0.05469207909377404,5,5,-105.92518,51.318073
117,"RT @itssaraekaryn: https://t.co/qAII5e6rS3
https://t.co/qAII5e6rS3

My iPhone 13 Pro unboxing is live! 

I really focused on the 60hz vs 12…",FR1217_,Thu Sep 30 21:01:04 +0000 2021,raid,17129,iphone 13 pro unbox live really focus 60hz v 12…,0.0,1.0,0.0,0.0,neutral,-0.06630410123004069,-0.0007765466415108903,-0.05799530655915067,5,5,-102.89397,102.63796
118,"Apparently it's #InternationalPodcastDay so I suppose I should shout out to my favorite podcast, @knowledge_fight.… https://t.co/qoFpD3uBBQ",rcsheets,Thu Sep 30 21:01:05 +0000 2021,San Francisco Bay Area,3216,apparently suppose shout favorite podcast fight …,0.245,0.472,0.283,0.1027,positive,0.15503630788711906,0.0015358488616258018,-0.12045162275957609,5,5,-258.63803,37.097385
119,"RT @ManduReid: Meanwhile, we are still waiting for officers who took and shared selfies they’d taken with the dead bodies of Bibaa Henry an…",LinJaneThe2,Thu Sep 30 21:01:05 +0000 2021,London,19801,meanwhile still wait officer take share selfies they’d take dead body bibaa henry an…,0.232,0.649,0.119,-0.4767,negative,0.1003551469644872,0.8997291453059223,0.29997775890632533,9,9,-5.6398296,181.82838
120,@TechKingMike Sounds like an emotional apple fanboy to start the tweet. Be more specific. Apple has always done les… https://t.co/YSRWYy1diD,techlidbull,Thu Sep 30 21:01:06 +0000 2021,,17117,sound like emotional apple fanboy start tweet specific apple always do les…,0.0,0.709,0.291,0.4767,positive,-0.013487170229744766,-0.09012288091968068,0.1611426826752751,4,4,30.642704,18.495144
121,"RT @BTSChartDailyx: 🇺🇸 US Apple Music  

#104. Coldplay x BTS — My Universe (+1)
https://t.co/X675acTPvQ",Yamile99033644,Thu Sep 30 21:01:06 +0000 2021,,170018,🇺🇸 u apple music coldplay x bts — universe 1,0.0,1.0,0.0,0.0,neutral,-0.03787653863810721,-0.08765985120265918,0.10750078832250763,4,4,187.17473,134.92566
122,"@AppleSupport This doesn't help.

How do I disable Bluetooth completely in control center?

Or put another way, why… https://t.co/N7zcT4HIPX",averygrrl,Thu Sep 30 21:01:06 +0000 2021,this seems creepy,22259,help disable bluetooth completely control center put another way why…,0.0,0.769,0.231,0.4019,positive,-0.05182329136549957,0.006844573492648863,-0.05551525567414935,5,5,205.22945,171.8774
123,RT @WingfieldNFL: It’s Drive Time!!,B305Cameron,Thu Sep 30 21:01:07 +0000 2021,"Miami, FL",10915,it’s drive time,0.0,1.0,0.0,0.0,neutral,0.061504050872009663,-0.017828559412101482,-0.03621093040353113,5,5,-69.083755,-195.82109
124,"$ALGM Insider Fujita Noriharu has Sold 12,143 Shares.
Title :Director
Total Cost: $387,118.84
Buy/Sell  : Sell

Try… https://t.co/bWr4jdrgbS",InsiderForms,Thu Sep 30 21:01:09 +0000 2021,United States,4,algm insider fujita noriharu sell 12 143 share title director total cost 387 118 84 buy sell sell try…,0.0,0.726,0.274,0.7506,positive,-0.049128635493403044,0.05360628284167268,-0.038983805816290275,5,5,57.200207,367.21036
125,"RT @AnniverseWorld: 🍎 APPLE ANNIE 2021 🍏

🍏 Winter Banana Apple | Bumblebee Hummingbird | Falkland Islands Wolf 🍎

Designer: @_Nolnir_ http…",luna_sets,Thu Sep 30 21:01:10 +0000 2021,🍂🍂,38589,🍎 apple annie 2021 🍏 🍏 winter banana apple bumblebee hummingbird falkland islands wolf 🍎 designer nolnir http…,0.0,1.0,0.0,0.0,neutral,-0.01917106509401418,-0.08926424930409563,0.15090672567247973,4,4,-16.557026,-110.35985
126,"RT @lcheloufi: Today was a fun day at https://t.co/92hTEpmLFT

We used Apple Pay to buy #ETH. 

Used this ETH and made our first cross-chai…",Sloth80,Thu Sep 30 21:01:10 +0000 2021,,602,today fun day use apple pay buy use eth make first cross chai…,0.089,0.701,0.21,0.4404,positive,0.004939118996170885,-0.06579764097876718,0.08593344346881367,4,4,161.79213,-41.89033
127,BROKE ASS OPPS I BE WATCHING EM FALL OFF  https://t.co/2RM6v9vqAQ,KBEvonte,Thu Sep 30 21:01:10 +0000 2021,Saturn,155121,break as opps watch em fall,0.0,1.0,0.0,0.0,neutral,-0.048490902312050714,-0.020527394731317473,0.008710362572359229,1,1,-194.86198,-117.13707
128,Apple's iPhone unaffected by chip shortage hitting rivals https://t.co/x38EvSHD9d,appleinsider,Thu Sep 30 21:01:11 +0000 2021,"Cupertino, California",1888,apple iphone unaffected chip shortage hitting rival,0.25,0.75,0.0,-0.25,negative,-0.036613431045162605,-0.09753440111921213,0.15421087228770253,4,4,48.18674,81.04973
129,"RT @My_Recipes: Sweet, flavorful, and so easy to make, these baked apples are an awesome autumn treat. 🍏 https://t.co/WBGPd5LVAf",foods_HQ,Thu Sep 30 21:01:11 +0000 2021,,0,recipe sweet flavorful easy make bake apple awesome autumn treat 🍏,0.0,0.386,0.614,0.9136,positive,0.024487222676458722,-0.04291728558575358,0.03804918484491935,4,4,-104.10341,128.61913
130,@Apple - got to say the dark cherry leather case for the #iPhone13Pro is absolutely stunning!  Love that color &amp; so… https://t.co/1zyLtqKPdr,morrisjc,Thu Sep 30 21:01:11 +0000 2021,Virginia,10170,got say dark cherry leather case absolutely stun love color amp so…,0.0,0.711,0.289,0.6682,positive,-0.060811005176602685,0.011825877504198914,-0.0814359486366369,3,3,-153.88672,3.383901
131,"RT @wefightcharts: [ITUNES] Worldwide 🌍

#1 (=) My Universe *7 dias em #1*

(@BTS_twt #MyUniverse #ColdplayXBTS)
https://t.co/1xPcReNMim",JJKEMO1,Thu Sep 30 21:01:13 +0000 2021,,313598,itunes worldwide 🌍 universe 7 dias em twt,0.0,1.0,0.0,0.0,neutral,-0.059744848052955234,0.001086340338495869,-0.054903995527102976,5,5,-170.73965,-198.06354
132,All of sudden thinking of three different hearse. Lord am ℹ️ 🅰️ bear polar? 🐻‍❄️ 💊  https://t.co/iwLDHmxQpb,GOOYYYA,Thu Sep 30 21:01:13 +0000 2021,"🌫 San Francisco, CA 🌉",0,sudden thinking three different hearse lord ℹ️ 🅰️ bear polar 🐻‍❄️ 💊,0.0,1.0,0.0,0.0,neutral,-0.04728341984786771,0.010027750632742066,-0.04596708255123611,5,5,-128.43779,-219.45448
133,"@jwfw @Microsoft and now Surfaces are upping the game for all laptops...

But honestly. Surfaces are just great bec… https://t.co/bfb64tnfc8",erbloggt,Thu Sep 30 21:01:14 +0000 2021,im Internet,70,surface upping game laptops honestly surface great bec…,0.0,0.458,0.542,0.7964,positive,-0.04641984136501919,0.004942935005739836,-0.03790702117896191,5,5,-83.344955,-36.228745
134,"@FelixPigeon1 No water just doesn’t clean as well because of a cohesive that the but on some of their parts, believ… https://t.co/IJsgcJN5h8",Oke_Maste_r,Thu Sep 30 21:01:14 +0000 2021,"Bridgeport, CT",25273,water doesn’t clean well cohesive part believ…,0.0,0.51,0.49,0.5859,positive,-0.044369481054975145,0.00042681388425978216,-0.03224254155663057,5,5,-159.94981,-250.51286
135,"RT @NightValeRadio: We're one of Apple Podcasts' favorite podcasts of all time. Take that, moon. The moon has never even made one podcast.",axman643,Thu Sep 30 21:01:14 +0000 2021,into an alternate reality,276207,one apple podcast favorite podcasts time take moon moon never even make one podcast,0.0,0.812,0.188,0.4588,positive,0.9402538876783113,-0.03909752566183994,-0.10393951753891713,6,6,93.23684,72.4199
136,"Bed Bath &amp; Beyond stock sinks on earnings miss, CEO calls bad quarter 'pothole in the road' - Yahoo Finance https://t.co/O3Z4PfAru6",NahidAlaei,Thu Sep 30 21:01:15 +0000 2021,"London, UK",19147,bed bath amp beyond stock sink earnings miss ceo call bad quarter pothole road yahoo finance,0.267,0.733,0.0,-0.6249,negative,-0.05252061252451886,0.002815149107773192,-0.06284873326622419,5,5,-235.11652,-63.441532
137,"RT @cponcharts: 🇿🇼 | iTunes Zimbabwe:

#1. “My Universe” (NEW)

– 97th #1 on iTunes.
https://t.co/FbdqyozTPE",bangtanfanboy17,Thu Sep 30 21:01:15 +0000 2021,"Kinston,NC",21039,🇿🇼 itunes zimbabwe “my universe” new – 97th itunes,0.0,1.0,0.0,0.0,neutral,-0.06432070592375272,0.0038616186162136294,-0.07504758502368833,5,5,-192.52475,-185.91585
138,@GOPLeader Legal Expert: Detail In Weisselberg Indictment Could Be Bad News For Trump - HuffPost. Two sets of books… https://t.co/iMhz47IsdI,DocPSU,Thu Sep 30 21:01:15 +0000 2021,NY,347,legal expert detail weisselberg indictment could bad news trump huffpost two set books…,0.219,0.688,0.094,-0.4588,negative,-0.05143429254011317,-0.002903353336729687,-0.05068444753828215,5,5,-172.31805,152.34729
139,"RT @kooky__official: Rewards for #1 of Kooky app ranking vote: App main banner, Pop-up screen ad, Exclusive Kooky magazine &amp; Youtube clip,…",gracie7_5,Thu Sep 30 21:01:15 +0000 2021,Diciembre mes de interacciones,41886,official reward kooky app ranking vote app main banner pop screen ad exclusive kooky magazine amp youtube clip …,0.0,0.766,0.234,0.6369,positive,-0.09289646132353152,-0.01110357327582731,-0.22855217100296876,7,7,137.70425,-237.98344
140,RT @john4brexit: BBC says that the problem has been known for months. It is an EU wide shortage. The people who run these companies are pai…,A_Liberty_Rebel,Thu Sep 30 21:01:15 +0000 2021,South Coastal UK,7013,bbc say problem know month eu wide shortage people run company pai…,0.32,0.68,0.0,-0.5719,negative,-0.05454484537360989,-0.003437303251030654,-0.024152473940680277,3,3,243.65959,-143.69467
141,"RT @NightValeRadio: We're one of Apple Podcasts' favorite podcasts of all time. Take that, moon. The moon has never even made one podcast.",that_blue_ghost,Thu Sep 30 21:01:17 +0000 2021,the lonely (he blue pup +neos),74981,one apple podcast favorite podcasts time take moon moon never even make one podcast,0.0,0.812,0.188,0.4588,positive,0.9402538876783113,-0.03909752566183994,-0.10393951753891713,6,6,104.41393,62.15557
142,RT @lichensarealive: Somehow I didn’t realize this was going to be a video 🤣 I sat down with @ScoreThePodcast and talked about how I work a…,subterrene,Thu Sep 30 21:01:17 +0000 2021,"Wilmington, NC",48464,somehow didn’t realize go video 🤣 sit talked work a…,0.0,0.802,0.198,0.4939,positive,-0.055143647900020826,0.01238077776924593,-0.058912173366488345,5,5,-247.39925,-107.124275
143,RT @Lsxvgyu_: VOTEN POR SOOBIN!! https://t.co/dTCILJZfE0,gracie7_5,Thu Sep 30 21:01:17 +0000 2021,Diciembre mes de interacciones,41886,voten por soobin,0.0,1.0,0.0,0.0,neutral,-0.04512989430203759,0.009560276949567055,-0.04074586363040067,5,5,82.97724,-260.84918
144,"RT @Big__ema: Here’s a song for you - PAMI (feat. Wizkid, Adekunle Gold &amp; Omah Lay) by DJ Tunez via Apple Music 🎶🔥
#WizkidFCHL  https://t.c…",Darlovwis,Thu Sep 30 21:01:18 +0000 2021,"Lagos, Nigeria 🇳🇬",251985,ema here’s song pami feat wizkid adekunle gold amp omah lay dj tunez via apple music 🎶🔥 …,0.112,0.888,0.0,-0.34,negative,-0.050393920006295716,-0.020618295199027435,0.024116023092702197,4,4,-11.52482,-17.682743
145,RT @Kat_McNamara: “You thought your monsters died… they didn’t…&amp; now they’re here”#THEBURNEDPHOTO Thank you @jeremynovick &amp; @QCODEmedia for…,catialvesilva,Thu Sep 30 21:01:18 +0000 2021,,39853,mcnamara “you think monster died… didn’t… amp they’re here”#theburnedphoto thank amp for…,0.0,0.815,0.185,0.3612,positive,-0.06767785616533029,0.119285665095002,-0.07254564577982721,5,5,-67.62218,222.52023
146,"RT @florencerounda2: More than 750 Met police employees faced sex misconduct allegations since 2010, just 83 sacked - inews https://t.co/wx…",Pink3ay,Thu Sep 30 21:01:19 +0000 2021,London UK,55552,750 met police employee face sex misconduct allegation since 2010 83 sack inews …,0.0,1.0,0.0,0.0,neutral,-0.05653441778199835,0.009869422300394224,-0.06412734772551967,5,5,-96.98323,-258.54184
